Start Location,"DIGI145"
End Location,"DIGI157"
Project,RL Viz Test
Start Date,8/3/2016 12:00 AM
End Date,12/31/2016 11:59 PM

Trip Distance(mi),25.63
Expected Travel Time(s),1651 (27:31)
Number of Trips,73563
Average Speed(mph),61.3
Average Travel Time(s),1505.5 (25:05)
Standard Deviation,443.5
15th Percentile Travel Time(s),1426 (23:46)
85th Percentile Travel Time(s),1676 (27:56)
95th Percentile Travel Time(s),2380 (39:40)

* - Values are estimates due to missing data.

Start Time,Average Speed(mph),Average Travel Time(s),Number of Trips
"12/3/2016 1:15:00 AM*",64.4,1432,2
"12/3/2016 1:30:00 AM*",60.1,1536,1
"12/3/2016 1:45:00 AM*",31.5,2930,4
"12/3/2016 2:15:00 AM*",63.1,1464,3
"12/3/2016 2:30:00 AM*",63.6,1452,2
"12/3/2016 2:45:00 AM*",63.1,1463,2
"12/3/2016 3:00:00 AM*",61.6,1498,1
"12/3/2016 3:45:00 AM*",59.9,1541,1
"12/3/2016 4:00:00 AM*",58.7,1571,1
"12/3/2016 4:45:00 AM*",59.1,1562,1
"12/3/2016 5:00:00 AM*",32.9,2806,2
"12/3/2016 5:15:00 AM*",58.7,1573,1
"12/3/2016 5:30:00 AM*",58.6,1576,1
"12/3/2016 5:45:00 AM*",59.7,1545,2
"12/3/2016 6:00:00 AM*",60.1,1536,1
"12/3/2016 6:15:00 AM*",59.6,1548,3
"12/3/2016 6:30:00 AM*",59.5,1550,6
"12/3/2016 6:45:00 AM*",59.5,1552,5
"12/3/2016 7:00:00 AM*",59.3,1556,6
"12/3/2016 7:15:00 AM*",59.1,1562,4
"12/3/2016 7:30:00 AM*",58.5,1577,5
"12/3/2016 7:45:00 AM*",58.7,1573,2
"12/3/2016 8:00:00 AM*",59.6,1548,7
"12/3/2016 8:15:00 AM*",59.2,1559,10
"12/3/2016 8:30:00 AM*",59.7,1547,5
"12/3/2016 8:45:00 AM*",60.4,1529,9
"12/3/2016 9:00:00 AM*",60.2,1534,7
"12/3/2016 9:15:00 AM*",59.9,1540,9
"12/3/2016 9:30:00 AM*",63,1465,13
"12/3/2016 9:45:00 AM*",62.6,1475,10
"12/3/2016 10:00:00 AM*",60.9,1516,11
"12/3/2016 10:15:00 AM*",59.8,1542,8
"12/3/2016 10:30:00 AM*",60.8,1518,14
"12/3/2016 10:45:00 AM*",62,1489,7
"12/3/2016 11:00:00 AM*",60.1,1536,18
"12/3/2016 11:15:00 AM*",33.7,2735,13
"12/3/2016 11:30:00 AM",22.1,4175,16
"12/3/2016 11:45:00 AM",24,3845,16
"12/3/2016 12:00:00 PM",45.2,2041,15
"12/3/2016 12:15:00 PM",71.5,1291,22
"12/3/2016 12:30:00 PM",65.8,1403,24
"12/3/2016 12:45:00 PM",59.4,1554,12
"12/3/2016 1:00:00 PM",68.8,1342,20
"12/3/2016 1:15:00 PM",68.3,1351,18
"12/3/2016 1:30:00 PM",64.1,1440,22
"12/3/2016 1:45:00 PM*",64.3,1436,9
"12/3/2016 2:00:00 PM*",64.6,1429,16
"12/3/2016 2:15:00 PM*",64.6,1429,15
"12/3/2016 2:30:00 PM*",65.2,1415,16
"12/3/2016 2:45:00 PM*",66,1399,20
"12/3/2016 3:00:00 PM*",65.4,1412,13
"12/3/2016 3:15:00 PM*",66.5,1388,16
"12/3/2016 3:30:00 PM*",63.3,1458,23
"12/3/2016 3:45:00 PM*",64.2,1438,19
"12/3/2016 4:00:00 PM*",64.8,1424,16
"12/3/2016 4:15:00 PM*",64.2,1437,17
"12/3/2016 4:30:00 PM*",62.6,1474,14
"12/3/2016 4:45:00 PM*",60.5,1526,18
"12/3/2016 5:00:00 PM*",63.8,1447,17
"12/3/2016 5:15:00 PM*",62.6,1473,10
"12/3/2016 5:30:00 PM*",64,1443,29
"12/3/2016 5:45:00 PM*",65.1,1418,23
"12/3/2016 6:00:00 PM*",64.2,1439,12
"12/3/2016 6:15:00 PM*",63.3,1457,16
"12/3/2016 6:30:00 PM*",64.7,1427,19
"12/3/2016 6:45:00 PM*",63.7,1448,13
"12/3/2016 7:00:00 PM*",66.5,1388,6
"12/3/2016 7:15:00 PM*",63.6,1452,9
"12/3/2016 7:30:00 PM*",64.8,1424,12
"12/3/2016 7:45:00 PM*",65,1419,13
"12/3/2016 8:00:00 PM*",65.6,1406,12
"12/3/2016 8:15:00 PM*",65.4,1411,16
"12/3/2016 8:30:00 PM*",62.8,1470,6
"12/3/2016 8:45:00 PM*",66.2,1394,9
"12/3/2016 9:00:00 PM*",63.8,1446,7
"12/3/2016 9:15:00 PM*",63.9,1444,11
"12/3/2016 9:30:00 PM*",64.1,1440,7
"12/3/2016 9:45:00 PM*",64.4,1433,6
"12/3/2016 10:00:00 PM*",64.1,1441,9
"12/3/2016 10:15:00 PM*",62.4,1478,6
"12/3/2016 10:30:00 PM*",29.4,3138,7
"12/3/2016 10:45:00 PM*",65.7,1406,9
"12/3/2016 11:00:00 PM*",63.1,1462,11
"12/3/2016 11:15:00 PM*",62.6,1475,7
"12/3/2016 11:30:00 PM*",62.9,1467,9
"12/3/2016 11:45:00 PM*",63.7,1449,3
"12/4/2016 12:15:00 AM*",60.5,1525,6
"12/4/2016 12:30:00 AM*",62.3,1482,3
"12/4/2016 1:00:00 AM*",37.8,2442,2
"12/4/2016 1:15:00 AM*",59,1565,1
"12/4/2016 1:30:00 AM*",59.3,1557,2
"12/4/2016 11:15:00 AM*",59.4,1553,1
"12/4/2016 11:30:00 AM*",59.4,1553,4
"12/4/2016 11:45:00 AM*",58.8,1571,8
"12/4/2016 12:00:00 PM*",68.2,1353,10
"12/4/2016 12:15:00 PM*",65.4,1412,15
"12/4/2016 12:30:00 PM*",60.3,1531,3
"12/4/2016 12:45:00 PM*",65.8,1404,13
"12/4/2016 1:00:00 PM*",66.2,1395,12
"12/4/2016 1:15:00 PM*",64.3,1436,13
"12/4/2016 1:30:00 PM*",64.8,1424,19
"12/4/2016 1:45:00 PM*",66.3,1392,11
"12/4/2016 2:00:00 PM*",66.9,1379,17
"12/4/2016 2:15:00 PM*",47.6,1940,9
"12/4/2016 2:30:00 PM*",43.4,2125,16
"12/4/2016 2:45:00 PM*",65.4,1412,17
"12/4/2016 3:00:00 PM*",66.1,1397,18
"12/4/2016 3:15:00 PM*",65.9,1401,12
"12/4/2016 3:30:00 PM*",65.1,1418,14
"12/4/2016 3:45:00 PM*",65.6,1407,10
"12/4/2016 4:00:00 PM*",66.6,1386,10
"12/4/2016 4:15:00 PM*",65.1,1417,9
"12/4/2016 4:30:00 PM*",65.1,1417,23
"12/4/2016 4:45:00 PM*",65.2,1415,16
"12/4/2016 5:00:00 PM*",65.6,1407,9
"12/4/2016 5:15:00 PM*",63.2,1461,16
"12/4/2016 5:30:00 PM*",64.3,1436,15
"12/4/2016 5:45:00 PM*",65.6,1407,10
"12/4/2016 6:00:00 PM*",64.7,1427,19
"12/4/2016 6:15:00 PM*",64.1,1441,16
"12/4/2016 6:30:00 PM*",65,1420,11
"12/4/2016 6:45:00 PM*",63,1465,13
"12/4/2016 7:00:00 PM*",65.5,1408,6
"12/4/2016 7:15:00 PM*",63.6,1451,15
"12/4/2016 7:30:00 PM*",64.2,1438,15
"12/4/2016 7:45:00 PM*",64.3,1435,10
"12/4/2016 8:00:00 PM*",65.8,1402,9
"12/4/2016 8:15:00 PM*",64,1442,7
"12/4/2016 8:30:00 PM*",64.2,1437,17
"12/4/2016 8:45:00 PM*",59.4,1554,4
"12/4/2016 9:00:00 PM*",65.2,1415,5
"12/4/2016 9:15:00 PM*",66.4,1391,3
"12/4/2016 9:30:00 PM*",59,1565,2
"12/4/2016 9:45:00 PM*",59.8,1544,9
"12/4/2016 10:00:00 PM*",59.6,1549,1
"12/4/2016 10:15:00 PM*",64.9,1421,5
"12/4/2016 10:30:00 PM*",63.2,1461,7
"12/4/2016 10:45:00 PM*",24.4,3781,2
"12/4/2016 11:00:00 PM*",67,1377,4
"12/4/2016 11:15:00 PM*",61.6,1499,2
"12/4/2016 11:30:00 PM*",64.7,1427,6
"12/4/2016 11:45:00 PM*",64.4,1433,3
"12/5/2016 12:00:00 AM*",61.6,1497,1
"12/5/2016 12:45:00 AM*",39,2365,4
"12/5/2016 1:00:00 AM*",59.4,1554,1
"12/5/2016 1:15:00 AM*",62.6,1474,3
"12/5/2016 1:45:00 AM*",64.2,1437,2
"12/5/2016 2:00:00 AM*",59.8,1542,1
"12/5/2016 3:45:00 AM*",58.5,1577,1
"12/5/2016 4:00:00 AM*",57.5,1604,2
"12/5/2016 4:15:00 AM*",22.1,4176,1
"12/5/2016 4:30:00 AM*",43.8,2105,2
"12/5/2016 4:45:00 AM*",59.8,1543,2
"12/5/2016 5:00:00 AM*",58.8,1570,2
"12/5/2016 5:15:00 AM*",56.7,1627,3
"12/5/2016 5:30:00 AM*",59.9,1541,2
"12/5/2016 5:45:00 AM*",58.2,1585,5
"12/5/2016 6:00:00 AM*",58.9,1568,5
"12/5/2016 6:15:00 AM*",59.4,1553,7
"12/5/2016 6:30:00 AM*",59.8,1542,3
"12/5/2016 6:45:00 AM*",59.2,1559,13
"12/5/2016 7:00:00 AM*",59.5,1552,9
"12/5/2016 7:15:00 AM*",58.5,1577,8
"12/5/2016 7:30:00 AM*",56.8,1624,13
"12/5/2016 7:45:00 AM*",56.8,1626,11
"12/6/2016 11:15:00 AM*",25.9,3559,3
"12/6/2016 11:30:00 AM*",22.1,4180,13
"12/6/2016 11:45:00 AM*",29.9,3084,13
"12/6/2016 12:00:00 PM*",30.1,3061,12
"12/6/2016 12:15:00 PM*",62.8,1471,25
"12/6/2016 12:30:00 PM*",64.9,1422,21
"12/6/2016 12:45:00 PM*",65.1,1417,17
"12/6/2016 1:00:00 PM*",63.1,1462,17
"12/6/2016 1:15:00 PM*",63,1466,31
"12/6/2016 1:30:00 PM*",63.2,1459,32
"12/6/2016 1:45:00 PM*",64,1442,26
"12/6/2016 2:00:00 PM*",63.7,1449,23
"12/6/2016 2:15:00 PM*",62.9,1468,37
"12/6/2016 2:30:00 PM*",63.9,1445,28
"12/6/2016 2:45:00 PM*",65.4,1410,32
"12/6/2016 3:00:00 PM*",62.7,1472,19
"12/6/2016 3:15:00 PM*",57.6,1602,31
"12/6/2016 3:30:00 PM*",56.7,1627,27
"12/6/2016 3:45:00 PM*",51.8,1782,28
"12/6/2016 4:00:00 PM*",51,1809,26
"12/6/2016 4:15:00 PM*",46.3,1992,35
"12/6/2016 4:30:00 PM*",45.2,2044,30
"12/6/2016 4:45:00 PM*",43.5,2123,23
"12/6/2016 5:00:00 PM*",45.5,2030,27
"12/6/2016 5:15:00 PM*",45.3,2039,17
"12/6/2016 5:30:00 PM*",45.7,2019,22
"12/6/2016 5:45:00 PM*",46.7,1977,28
"12/6/2016 6:00:00 PM*",46,2006,9
"12/6/2016 6:15:00 PM*",49.2,1876,29
"12/6/2016 6:30:00 PM*",55.7,1656,26
"12/6/2016 6:45:00 PM*",63.7,1448,16
"12/6/2016 7:00:00 PM*",62.5,1477,12
"12/6/2016 7:15:00 PM*",65.1,1418,16
"12/6/2016 7:30:00 PM*",63.4,1456,15
"12/6/2016 7:45:00 PM*",65.5,1408,6
"12/6/2016 8:00:00 PM*",63.1,1463,10
"12/6/2016 8:15:00 PM*",55.8,1655,7
"12/6/2016 8:30:00 PM*",64.9,1423,11
"12/6/2016 8:45:00 PM*",64.5,1430,12
"12/6/2016 9:00:00 PM*",65,1419,4
"12/6/2016 9:15:00 PM*",63.5,1453,14
"12/6/2016 9:30:00 PM*",65.2,1415,7
"12/6/2016 9:45:00 PM*",63.8,1448,5
"12/6/2016 10:00:00 PM*",62.7,1471,1
"12/6/2016 10:15:00 PM*",58.6,1574,1
"12/6/2016 10:30:00 PM*",60.8,1518,4
"12/6/2016 10:45:00 PM*",63.7,1449,6
"12/6/2016 11:00:00 PM*",62.7,1471,1
"12/6/2016 11:15:00 PM*",61.6,1498,3
"12/6/2016 11:30:00 PM*",61.2,1509,3
"12/6/2016 11:45:00 PM*",20.9,4405,1
"12/7/2016 12:00:00 AM*",59.3,1557,4
"12/7/2016 12:15:00 AM*",59.2,1558,1
"12/7/2016 12:30:00 AM*",60.1,1535,1
"12/7/2016 12:45:00 AM*",19.4,4747,1
"12/7/2016 1:00:00 AM*",58.1,1588,4
"12/7/2016 1:15:00 AM*",58.1,1588,1
"12/7/2016 1:30:00 AM*",58.9,1567,1
"12/7/2016 1:45:00 AM*",58.9,1566,1
"12/7/2016 2:00:00 AM*",58.6,1574,1
"12/7/2016 2:45:00 AM*",28.4,3246,1
"12/7/2016 3:15:00 AM*",58.2,1586,5
"12/7/2016 3:30:00 AM*",58.6,1576,5
"12/7/2016 3:45:00 AM*",59.4,1554,1
"12/9/2016 10:45:00 AM*",31.1,2970,1
"12/9/2016 11:15:00 AM*",59.1,1563,14
"12/9/2016 11:30:00 AM*",21.4,4305,15
"12/9/2016 11:45:00 AM*",59.5,1552,19
"12/9/2016 12:00:00 PM*",63.8,1447,14
"12/9/2016 12:15:00 PM*",63.6,1450,21
"12/9/2016 12:30:00 PM*",65.3,1414,29
"12/9/2016 12:45:00 PM*",62.6,1475,22
"12/9/2016 1:00:00 PM*",64.9,1421,26
"12/9/2016 1:15:00 PM*",65.1,1419,27
"12/9/2016 1:30:00 PM*",64.2,1438,29
"12/9/2016 1:45:00 PM*",64.5,1430,36
"12/9/2016 2:00:00 PM*",63.9,1444,37
"12/9/2016 2:15:00 PM*",64,1443,35
"12/9/2016 2:30:00 PM*",64.6,1430,45
"12/9/2016 2:45:00 PM*",64.7,1426,44
"12/9/2016 3:00:00 PM*",57.8,1596,47
"12/9/2016 3:15:00 PM*",47.7,1935,31
"12/9/2016 3:30:00 PM*",45.6,2023,31
"12/9/2016 3:45:00 PM*",43.8,2108,38
"12/9/2016 4:00:00 PM*",40.7,2270,25
"12/9/2016 4:15:00 PM*",34.8,2651,25
"12/9/2016 4:30:00 PM*",37.9,2433,18
"12/9/2016 4:45:00 PM*",35.9,2574,27
"12/9/2016 5:00:00 PM*",39.4,2343,24
"12/9/2016 5:15:00 PM*",39.2,2352,23
"12/9/2016 5:30:00 PM*",44,2099,15
"12/9/2016 5:45:00 PM*",49.6,1861,25
"12/9/2016 6:00:00 PM*",59.9,1540,27
"12/9/2016 6:15:00 PM*",64.5,1431,23
"12/9/2016 6:30:00 PM*",63,1466,13
"12/9/2016 6:45:00 PM*",64.8,1423,17
"12/9/2016 7:00:00 PM*",64.7,1427,12
"12/9/2016 7:15:00 PM*",63.9,1444,20
"12/9/2016 7:30:00 PM*",62.6,1474,26
"12/9/2016 7:45:00 PM*",65.4,1411,20
"12/9/2016 8:00:00 PM*",65.3,1414,26
"12/9/2016 8:15:00 PM*",63.6,1451,23
"12/9/2016 8:30:00 PM*",63.3,1458,24
"12/9/2016 8:45:00 PM*",65.4,1411,10
"12/9/2016 9:00:00 PM*",63.2,1460,10
"12/9/2016 9:15:00 PM*",49.8,1853,9
"12/9/2016 9:30:00 PM*",62.7,1473,9
"12/9/2016 9:45:00 PM*",64.6,1428,4
"12/9/2016 10:00:00 PM*",63.4,1455,8
"12/9/2016 10:15:00 PM*",38.5,2394,2
"12/9/2016 10:30:00 PM*",66.3,1391,6
"12/9/2016 10:45:00 PM*",65.3,1413,6
"12/9/2016 11:00:00 PM*",63.6,1451,12
"12/9/2016 11:15:00 PM*",64.8,1423,12
"12/9/2016 11:45:00 PM*",64.5,1430,8
"12/10/2016 12:00:00 AM*",64.4,1433,10
"12/10/2016 12:15:00 AM*",61.7,1495,3
"12/10/2016 12:30:00 AM*",61.9,1492,6
"12/10/2016 12:45:00 AM*",64,1441,2
"12/10/2016 1:00:00 AM*",64.8,1425,9
"12/10/2016 1:15:00 AM*",55.9,1651,9
"12/10/2016 1:30:00 AM*",58.5,1578,2
"12/10/2016 1:45:00 AM*",63.3,1458,5
"12/10/2016 2:00:00 AM*",62.6,1474,2
"12/10/2016 2:15:00 AM*",59.6,1549,1
"12/10/2016 2:45:00 AM*",61.8,1493,3
"12/10/2016 3:00:00 AM*",58.6,1574,2
"12/10/2016 3:15:00 AM*",60.2,1533,3
"12/10/2016 3:30:00 AM*",59.1,1562,3
"12/10/2016 3:45:00 AM*",58.7,1572,1
"12/10/2016 4:00:00 AM*",32.8,2814,1
"12/10/2016 4:15:00 AM*",59.8,1542,1
"12/10/2016 5:30:00 AM*",58.1,1588,1
"12/10/2016 5:45:00 AM*",58.7,1572,2
"12/10/2016 6:00:00 AM*",59.3,1556,3
"12/10/2016 6:15:00 AM*",59.3,1557,5
"12/10/2016 6:30:00 AM*",58.9,1567,2
"12/10/2016 6:45:00 AM*",59.2,1558,2
"12/10/2016 7:00:00 AM*",59.2,1560,5
"12/10/2016 7:15:00 AM*",58.8,1569,3
"12/10/2016 7:30:00 AM*",58.5,1578,4
"12/10/2016 7:45:00 AM*",59.3,1555,4
"12/10/2016 8:00:00 AM*",59.7,1545,5
"12/10/2016 8:15:00 AM*",59.8,1544,8
"12/10/2016 8:30:00 AM*",61,1513,8
"12/10/2016 8:45:00 AM*",59.5,1551,12
"12/10/2016 9:00:00 AM*",59.5,1551,12
"12/10/2016 9:15:00 AM*",61.4,1503,8
"12/10/2016 9:30:00 AM*",59,1565,6
"12/10/2016 9:45:00 AM*",62.4,1479,19
"12/10/2016 10:00:00 AM*",65.1,1417,8
"12/10/2016 10:15:00 AM*",61.1,1510,12
"12/10/2016 10:30:00 AM*",62.3,1482,15
"12/10/2016 10:45:00 AM*",60.5,1525,10
"12/10/2016 11:00:00 AM*",59.2,1558,13
"12/10/2016 11:15:00 AM*",59.3,1557,6
"12/10/2016 11:30:00 AM*",21.5,4290,5
"12/10/2016 11:45:00 AM*",23.6,3915,10
"12/10/2016 12:00:00 PM*",59.3,1557,6
"12/10/2016 12:15:00 PM*",62.1,1487,14
"12/10/2016 12:30:00 PM*",65.5,1409,22
"12/10/2016 12:45:00 PM*",64.2,1437,18
"12/10/2016 1:00:00 PM*",65,1421,23
"12/10/2016 1:15:00 PM*",65.5,1408,15
"12/10/2016 1:30:00 PM*",65.3,1414,25
"12/10/2016 1:45:00 PM*",64.9,1421,18
"12/10/2016 2:00:00 PM*",63.3,1457,13
"12/10/2016 2:15:00 PM*",65.3,1413,15
"12/10/2016 2:30:00 PM*",63.3,1458,20
"12/10/2016 2:45:00 PM*",65.9,1400,17
"12/10/2016 3:00:00 PM*",64.9,1422,18
"12/10/2016 3:15:00 PM*",65.8,1402,22
"12/10/2016 3:30:00 PM*",63.7,1448,18
"12/10/2016 3:45:00 PM*",65.2,1416,16
"12/10/2016 4:00:00 PM*",63,1465,21
"12/10/2016 4:15:00 PM*",63.6,1450,22
"12/10/2016 4:30:00 PM*",62.9,1468,21
"12/10/2016 4:45:00 PM*",63.7,1449,20
"12/10/2016 5:00:00 PM*",63.8,1448,16
"12/10/2016 5:15:00 PM*",63.3,1457,22
"12/10/2016 5:30:00 PM*",64.3,1436,20
"12/10/2016 5:45:00 PM*",63.1,1463,9
"12/10/2016 6:00:00 PM*",64.1,1439,20
"12/10/2016 6:15:00 PM*",65.3,1414,17
"12/10/2016 6:30:00 PM*",65.3,1413,22
"12/10/2016 6:45:00 PM*",64.9,1422,9
"12/10/2016 7:00:00 PM*",62.1,1487,11
"12/10/2016 7:15:00 PM*",63.7,1449,12
"12/10/2016 7:30:00 PM*",65.3,1414,4
"12/10/2016 7:45:00 PM*",64.7,1427,13
"12/10/2016 8:00:00 PM*",64.4,1432,10
"12/10/2016 8:15:00 PM*",66,1399,5
"12/10/2016 8:30:00 PM*",66.5,1389,5
"12/10/2016 8:45:00 PM*",63,1464,7
"12/10/2016 9:00:00 PM*",62.3,1482,13
"12/10/2016 9:15:00 PM*",64.4,1433,14
"12/10/2016 9:30:00 PM*",62.1,1487,10
"12/10/2016 9:45:00 PM*",61.9,1490,12
"12/10/2016 10:00:00 PM*",63.5,1453,5
"12/10/2016 10:15:00 PM*",64.1,1440,6
"12/10/2016 10:30:00 PM*",64.1,1440,6
"12/10/2016 10:45:00 PM*",63.1,1463,10
"12/10/2016 11:00:00 PM*",64.7,1427,8
"12/10/2016 11:15:00 PM*",64.1,1440,5
"12/10/2016 11:30:00 PM*",63.1,1463,5
"12/10/2016 11:45:00 PM*",64.3,1435,12
"12/11/2016 12:00:00 AM*",65.7,1405,7
"12/11/2016 12:15:00 AM*",66.2,1395,5
"12/11/2016 12:30:00 AM*",64.8,1423,2
"12/11/2016 12:45:00 AM*",44.1,2093,2
"12/11/2016 1:00:00 AM*",57.9,1593,2
"12/11/2016 1:15:00 AM*",58.9,1568,7
"12/11/2016 1:30:00 AM*",58.2,1585,1
"12/11/2016 1:45:00 AM*",61.5,1501,2
"12/11/2016 2:00:00 AM*",62.6,1474,2
"12/11/2016 2:15:00 AM*",59.2,1560,1
"12/11/2016 2:30:00 AM*",64.7,1426,2
"12/11/2016 3:30:00 AM*",61,1513,3
"12/11/2016 3:45:00 AM*",59.8,1542,1
"12/11/2016 4:15:00 AM*",59,1563,1
"12/11/2016 4:30:00 AM*",58.9,1567,2
"12/11/2016 4:45:00 AM*",58.6,1574,1
"12/11/2016 6:00:00 AM*",21.8,4228,1
"12/11/2016 6:15:00 AM*",59.2,1559,3
"12/11/2016 6:30:00 AM*",60.1,1536,1
"12/11/2016 7:00:00 AM*",58.2,1585,5
"12/11/2016 7:15:00 AM*",59.6,1548,6
"12/11/2016 7:30:00 AM*",60.4,1528,1
"12/11/2016 7:45:00 AM*",59.6,1548,1
"12/11/2016 8:00:00 AM*",60.4,1527,2
"12/11/2016 8:15:00 AM*",59.3,1557,1
"12/11/2016 8:30:00 AM*",59.6,1548,2
"12/11/2016 8:45:00 AM*",59.9,1540,8
"12/11/2016 9:00:00 AM*",64.2,1438,4
"12/11/2016 9:15:00 AM*",63.9,1444,3
"12/11/2016 9:30:00 AM*",59.4,1554,6
"12/11/2016 9:45:00 AM*",60.7,1521,5
"12/11/2016 10:00:00 AM*",59.8,1543,4
"12/11/2016 11:15:00 AM*",56,1649,1
"12/11/2016 11:30:00 AM*",37.8,2443,8
"12/11/2016 11:45:00 AM*",21.8,4234,13
"12/11/2016 12:00:00 PM",33,2799,4
"12/11/2016 12:15:00 PM",40.6,2272,11
"12/11/2016 12:30:00 PM",66.9,1379,12
"12/11/2016 12:45:00 PM*",65.2,1415,16
"12/11/2016 1:00:00 PM*",62.5,1476,10
"12/11/2016 1:15:00 PM*",65.5,1408,18
"12/11/2016 1:30:00 PM*",66.3,1392,12
"12/11/2016 1:45:00 PM*",65.3,1414,11
"12/11/2016 2:00:00 PM*",65.8,1402,12
"12/11/2016 2:15:00 PM*",64.8,1425,15
"12/11/2016 2:30:00 PM*",66.4,1389,15
"12/11/2016 2:45:00 PM*",65.8,1403,7
"12/11/2016 3:00:00 PM*",66.5,1389,10
"12/11/2016 3:15:00 PM*",66.1,1397,16
"12/11/2016 3:30:00 PM*",64.5,1430,20
"12/11/2016 3:45:00 PM*",65.5,1409,15
"12/11/2016 4:00:00 PM*",65.2,1416,19
"12/11/2016 4:15:00 PM*",64.8,1425,19
"12/11/2016 4:30:00 PM*",63,1465,15
"12/11/2016 4:45:00 PM*",63.7,1448,16
"12/11/2016 5:00:00 PM*",64.8,1424,15
"12/11/2016 5:15:00 PM*",63.3,1459,21
"12/11/2016 5:30:00 PM*",62.6,1475,18
"12/11/2016 5:45:00 PM*",62,1490,13
"12/11/2016 6:00:00 PM*",64.2,1438,15
"12/11/2016 6:15:00 PM*",62.3,1481,18
"12/11/2016 6:30:00 PM*",63.4,1456,12
"12/11/2016 6:45:00 PM*",64.3,1435,16
"12/11/2016 7:00:00 PM*",62.4,1480,8
"12/11/2016 7:15:00 PM*",64.8,1424,8
"12/11/2016 7:30:00 PM*",63.1,1462,5
"12/11/2016 7:45:00 PM*",64.6,1428,11
"12/11/2016 8:00:00 PM*",66.6,1387,15
"12/11/2016 8:15:00 PM*",64.8,1424,12
"12/11/2016 8:30:00 PM*",65.8,1402,9
"12/11/2016 8:45:00 PM*",64.4,1432,7
"12/11/2016 9:00:00 PM*",54,1710,6
"12/11/2016 9:15:00 PM*",34.7,2663,2
"12/11/2016 9:30:00 PM*",63.9,1444,2
"12/11/2016 9:45:00 PM*",65.2,1416,8
"12/11/2016 10:00:00 PM*",64.5,1431,8
"12/11/2016 10:15:00 PM*",59.8,1543,3
"12/11/2016 10:30:00 PM*",59.4,1553,6
"12/11/2016 10:45:00 PM*",59.2,1558,2
"12/11/2016 11:30:00 PM*",58.1,1588,3
"12/11/2016 11:45:00 PM*",48.1,1917,2
"12/12/2016 12:15:00 AM*",58.7,1573,2
"12/12/2016 1:00:00 AM*",58.3,1584,1
"12/13/2016 10:30:00 AM*",20.4,4514,1
"12/13/2016 11:30:00 AM*",59.5,1551,8
"12/13/2016 11:45:00 AM*",21.8,4228,14
"12/13/2016 12:00:00 PM*",25.4,3637,9
"12/13/2016 12:15:00 PM*",62.6,1475,27
"12/13/2016 12:30:00 PM*",62.7,1472,17
"12/13/2016 12:45:00 PM*",63.7,1449,23
"12/13/2016 1:00:00 PM*",63.5,1454,20
"12/13/2016 1:15:00 PM*",63.9,1444,21
"12/13/2016 1:30:00 PM*",63.7,1450,23
"12/13/2016 1:45:00 PM*",63.5,1453,29
"12/13/2016 2:00:00 PM*",63.6,1452,23
"12/13/2016 2:15:00 PM*",65.1,1418,31
"12/13/2016 2:30:00 PM*",63.7,1449,15
"12/13/2016 2:45:00 PM*",64.5,1432,25
"12/13/2016 3:00:00 PM*",64.2,1438,37
"12/13/2016 3:15:00 PM*",62.9,1467,21
"12/13/2016 3:30:00 PM*",61.4,1502,26
"12/13/2016 3:45:00 PM*",54.1,1705,33
"12/13/2016 4:00:00 PM*",53.7,1717,32
"12/13/2016 4:15:00 PM*",49,1884,32
"12/13/2016 4:30:00 PM*",48,1925,25
"12/13/2016 4:45:00 PM*",46,2005,30
"12/13/2016 5:00:00 PM*",47.6,1938,26
"12/13/2016 5:15:00 PM*",45.6,2025,33
"12/13/2016 5:30:00 PM*",44.9,2057,28
"12/13/2016 5:45:00 PM*",53.6,1723,19
"12/13/2016 6:00:00 PM*",61.4,1503,13
"12/13/2016 6:15:00 PM*",62.5,1477,18
"12/13/2016 6:30:00 PM*",65.3,1413,19
"12/13/2016 6:45:00 PM*",65,1420,16
"12/13/2016 7:00:00 PM*",63.4,1456,15
"12/13/2016 7:15:00 PM*",64.1,1441,9
"12/13/2016 7:30:00 PM*",63.3,1458,11
"12/13/2016 7:45:00 PM*",63.4,1457,12
"12/13/2016 8:00:00 PM*",39.4,2344,6
"12/13/2016 8:15:00 PM*",64.2,1437,6
"12/13/2016 8:30:00 PM*",63.1,1462,11
"12/13/2016 8:45:00 PM*",61.6,1499,8
"12/13/2016 9:00:00 PM*",62.1,1485,10
"12/13/2016 9:15:00 PM*",64.3,1435,9
"12/13/2016 9:30:00 PM*",61.1,1510,4
"12/13/2016 9:45:00 PM*",59.2,1560,3
"12/13/2016 10:00:00 PM*",58.4,1579,1
"12/13/2016 10:15:00 PM*",59.3,1556,1
"12/13/2016 10:30:00 PM*",59.7,1546,1
"12/13/2016 10:45:00 PM*",59.1,1561,2
"12/13/2016 11:15:00 PM*",58,1590,3
"12/13/2016 11:45:00 PM*",58.5,1578,1
"12/14/2016 12:00:00 AM*",59.3,1556,1
"12/14/2016 12:30:00 AM*",58.8,1569,3
"12/14/2016 12:45:00 AM*",31,2972,1
"12/14/2016 1:00:00 AM*",58.9,1566,1
"12/14/2016 1:15:00 AM*",58.9,1567,3
"12/14/2016 2:45:00 AM*",58.7,1571,3
"12/14/2016 3:30:00 AM*",59,1563,1
"12/14/2016 11:45:00 AM*",22.8,4054,1
